customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,age
ID5344,Female,0,Yes,Yes,57,No,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),47.56,7211.72,Yes,36.0
ID5345,Female,1,Yes,Yes,44,No,Yes,No,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,72.3,1010.54,Yes,37.0
ID5346,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,95.65,8830.91,Yes,20.0
ID5347,Male,0,No,Yes,62,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,54.37,2878.73,Yes,52.0
ID5348,Male,1,No,No,29,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),98.76,4528.05,No,
ID5349,Female,0,Yes,No,62,No,No,No,No,No,No,No internet service,No internet service,No,One year,No,Mailed check,101.61,6004.39,Yes,35.0
ID5350,Female,1,Yes,No,43,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,119.11,8636.27,Yes,39.0
ID5351,,0,Yes,No,66,No,Yes,No,No internet service,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,63.23,7852.62,Yes,
ID5352,Male,0,Yes,No,57,Yes,No,No,No internet service,No,Yes,No,Yes,Yes,Two year,No,Electronic check,67.58,7741.78,No,76.0
ID5353,Female,1,Yes,Yes,64,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,98.29,6716.39,No,76.0
ID5354,Female,1,No,Yes,35,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),106.8,6769.27,Yes,34.0
ID5355,Male,0,No,No,5,No,No phone service,No,No,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,70.52,3664.08,No,28.0
ID5356,Male,0,No,Yes,36,No,Yes,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Credit card (automatic),22.17,4824.11,Yes,19.0
ID5357,Female,1,Yes,Yes,54,No,No,No,No internet service,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,65.8,5433.55,Yes,27.0
ID5358,Female,1,No,No,58,Yes,No phone service,DSL,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),42.52,8295.26,Yes,
ID5359,Female,1,No,No,37,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),29.67,6646.4,No,64.0
ID5360,Female,0,Yes,No,24,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),53.92,2857.48,Yes,84.0
ID5361,Male,1,Yes,Yes,32,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),59.19,1953.12,Yes,55.0
ID5362,Female,1,Yes,No,12,No,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,118.17,4734.88,No,68.0
ID5363,Female,0,No,No,37,No,No,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,65.52,1669.91,Yes,39.0
ID5364,Female,1,Yes,Yes,57,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,116.76,4179.11,No,76.0
ID5365,,1,No,Yes,19,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),93.24,2518.71,No,27.0
ID5366,Female,1,No,No,16,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),45.31,6186.43,Yes,50.0
ID5367,Male,1,Yes,Yes,23,No,Yes,No,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,90.2,6344.35,No,23.0
ID5368,Female,0,No,No,25,No,No phone service,No,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),60.27,5927.27,No,48.0
ID5369,Male,1,Yes,Yes,39,Yes,Yes,No,No,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,77.93,2625.77,Yes,43.0
ID5370,Male,1,Yes,No,31,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),71.93,5190.43,Yes,30.0
ID5371,Male,1,No,Yes,36,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,113.18,7633.42,Yes,33.0
ID5372,Male,1,No,Yes,59,No,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),32.97,3893.25,Yes,53.0
ID5373,Female,1,No,Yes,56,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Two year,No,Electronic check,64.39,1722.68,Yes,53.0
ID5374,Male,1,Yes,No,57,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,28.12,6533.59,Yes,62.0
ID5375,Female,0,No,No,66,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.47,6602.4,Yes,42.0
ID5376,Female,0,Yes,No,21,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),27.68,6750.27,No,41.0
ID5377,Male,0,Yes,Yes,57,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),113.87,3189.68,Yes,36.0
ID5378,Female,1,No,Yes,72,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No internet service,One year,No,Electronic check,51.49,8598.07,Yes,
ID5379,Male,1,No,Yes,48,No,No,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,98.13,2442.21,Yes,46.0
ID5380,Male,1,No,No,48,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,94.85,8060.94,Yes,62.0
ID5381,Female,0,No,Yes,41,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.04,2406.0,Yes,79.0
ID5382,Male,1,Yes,No,39,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Two year,No,Mailed check,34.11,219.09,Yes,60.0
ID5383,Male,0,No,No,70,Yes,No,No,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,57.79,3084.15,No,34.0
ID5384,Female,1,Yes,No,45,No,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),76.86,7184.32,Yes,77.0
ID5385,Female,1,No,No,21,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),62.67,1104.36,No,42.0
ID5386,Male,0,No,No,20,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,96.8,1840.0,Yes,51.0
ID5387,Female,0,No,Yes,50,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No,One year,No,Electronic check,73.59,5182.1,No,58.0
ID5388,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.18,1809.47,No,31.0
ID5389,Female,0,No,Yes,8,No,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No,Two year,No,Mailed check,79.24,1809.34,Yes,74.0
ID5390,Male,0,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),79.24,5016.85,No,43.0
ID5391,Female,0,No,Yes,12,No,Yes,DSL,No,No,No,No,No internet service,No internet service,One year,Yes,Mailed check,85.97,6389.91,Yes,35.0
ID5392,Female,1,No,Yes,16,No,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,80.3,5961.51,No,
ID5393,Female,0,Yes,No,24,No,No phone service,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),81.21,1627.82,No,88.0
ID5394,Female,1,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,64.97,5771.42,No,47.0
ID5395,Male,1,No,No,15,No,No phone service,No,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),29.05,4090.7,Yes,46.0
ID5396,Male,1,No,No,23,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),56.89,8267.82,No,83.0
ID5397,Male,1,Yes,No,22,Yes,Yes,No,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,96.83,6718.73,Yes,29.0
ID5398,Male,1,No,No,40,Yes,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,No,Mailed check,23.8,5593.17,Yes,38.0
ID5399,Female,0,Yes,No,32,No,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.06,8319.0,Yes,51.0
ID5400,Male,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),118.09,3726.47,No,55.0
ID5401,Female,0,Yes,Yes,47,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),63.6,6177.59,Yes,87.0
ID5402,Female,1,Yes,Yes,17,No,No phone service,No,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),41.24,2558.65,Yes,77.0
ID5403,Male,0,Yes,No,62,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.3,6696.5,Yes,73.0
ID5404,Male,1,Yes,Yes,10,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No,Two year,No,Mailed check,105.48,2289.96,No,76.0
ID5405,Female,1,Yes,Yes,23,Yes,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,34.74,5230.27,Yes,73.0
ID5406,Female,1,No,No,60,Yes,No phone service,No,No,No internet service,Yes,Yes,No,No internet service,One year,No,Electronic check,24.31,2988.24,No,75.0
ID5407,Male,1,No,No,63,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,68.54,2413.56,No,72.0
ID5408,Male,0,No,Yes,35,Yes,No,No,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),58.17,5053.27,No,46.0
ID5409,Female,0,No,No,52,Yes,No,No,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,115.98,4332.86,Yes,49.0
ID5410,Female,0,No,No,46,No,No,No,No internet service,No internet service,Yes,No internet service,No,Yes,One year,Yes,Electronic check,66.25,6447.47,No,29.0
ID5411,Male,0,No,No,51,No,No,No,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,103.54,251.68,No,41.0
ID5412,Female,0,No,Yes,56,No,No,No,No internet service,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,113.2,3459.7,Yes,59.0
ID5413,Male,1,No,No,22,Yes,No,No,Yes,No,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),38.42,8644.66,No,82.0
ID5414,Male,0,No,No,58,No,Yes,No,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,54.63,6378.53,No,64.0
ID5415,Male,1,Yes,No,68,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),112.33,1929.67,No,60.0
ID5416,Male,1,Yes,No,55,No,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,75.59,7350.31,Yes,59.0
ID5417,Male,1,No,No,41,No,No phone service,DSL,No internet service,No internet service,No,Yes,No,No,Two year,Yes,Mailed check,52.27,5747.22,Yes,63.0
ID5418,Female,0,Yes,Yes,17,No,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,72.05,2278.13,No,
ID5419,Male,1,No,Yes,70,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Credit card (automatic),93.12,4853.59,Yes,46.0
ID5420,Male,1,Yes,No,32,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Mailed check,81.83,3402.14,No,19.0
ID5421,Male,0,Yes,No,2,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,113.36,3608.15,No,74.0
ID5422,Female,1,Yes,Yes,27,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),116.3,5965.7,No,81.0
ID5423,Male,1,No,Yes,0,No,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),91.15,5018.19,Yes,57.0
ID5424,Male,1,No,No,62,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),86.37,4819.92,No,28.0
ID5425,Female,0,No,No,46,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),21.36,214.38,No,68.0
ID5426,,1,No,Yes,36,No,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),98.37,2615.53,Yes,68.0
ID5427,Male,1,Yes,No,47,No,No phone service,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,69.94,5173.27,No,22.0
ID5428,Female,0,No,No,18,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,No,Electronic check,107.46,453.78,Yes,72.0
ID5429,Female,0,Yes,Yes,13,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),113.31,5443.86,No,66.0
ID5430,Female,1,No,Yes,66,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,56.9,3128.54,No,84.0
ID5431,Male,0,Yes,Yes,64,No,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),110.55,5958.18,Yes,71.0
ID5432,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,85.96,8307.89,Yes,38.0
ID5433,Male,0,Yes,No,9,No,No phone service,No,No internet service,Yes,Yes,No,No internet service,Yes,One year,No,Mailed check,62.81,166.08,No,77.0
ID5434,Female,0,Yes,No,69,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.08,173.7,Yes,84.0
ID5435,Female,0,No,No,42,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),94.22,6643.59,Yes,33.0
ID5436,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,109.32,8670.83,No,43.0
ID5437,Female,0,Yes,Yes,71,No,No,No,No internet service,No,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),78.23,4779.18,No,21.0
ID5438,Male,1,No,Yes,58,No,Yes,No,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.29,3454.66,No,32.0
ID5439,Female,0,No,No,2,No,No,DSL,No,Yes,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),65.15,2187.18,No,38.0
ID5440,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,Yes,No,Yes,No internet service,One year,Yes,Electronic check,90.81,1709.23,No,77.0
ID5441,Male,0,No,No,36,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),39.83,262.29,Yes,58.0
ID5442,Male,1,No,Yes,51,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),40.44,4213.22,Yes,55.0
ID5443,Female,0,No,Yes,65,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,54.7,301.22,Yes,75.0
ID5444,Male,0,Yes,Yes,62,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),22.98,8567.65,No,35.0
ID5445,Male,1,No,No,6,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),86.89,7830.37,Yes,
ID5446,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),64.82,7839.17,No,81.0
ID5447,Female,1,Yes,No,5,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.37,3851.72,Yes,65.0
ID5448,Female,1,Yes,Yes,6,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),84.7,5552.37,No,82.0
ID5449,Male,0,No,No,43,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),90.47,5049.88,No,82.0
ID5450,Male,1,No,Yes,17,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,No,Two year,No,Mailed check,87.19,7138.7,No,69.0
ID5451,Male,0,No,No,53,Yes,No,No,No internet service,No,No,No,No internet service,No,Two year,Yes,Credit card (automatic),61.79,6167.35,Yes,65.0
ID5452,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,113.27,5509.52,Yes,24.0
ID5453,Male,1,No,Yes,24,Yes,Yes,No,Yes,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,111.44,7154.15,No,79.0
ID5454,Female,1,Yes,Yes,62,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,4138.78,Yes,
ID5455,Male,0,No,No,67,Yes,No,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),97.93,7261.57,Yes,35.0
ID5456,Male,0,Yes,Yes,12,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,118.51,108.37,No,30.0
ID5457,Male,1,No,Yes,31,No,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,53.12,4660.53,Yes,34.0
ID5458,Female,0,No,Yes,26,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),82.49,7543.94,Yes,54.0
ID5459,Female,0,No,Yes,50,No,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),76.96,6876.21,Yes,66.0
ID5460,Female,0,Yes,Yes,33,Yes,No phone service,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),74.08,4321.17,Yes,27.0
ID5461,Male,1,Yes,No,27,No,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),113.31,6207.93,Yes,40.0
ID5462,Male,0,No,No,72,Yes,No phone service,No,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),32.66,7564.14,Yes,32.0
ID5463,Male,0,Yes,No,71,No,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,71.64,4408.36,No,88.0
ID5464,Male,0,Yes,No,29,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,No,Electronic check,22.59,74.59,Yes,52.0
ID5465,Female,1,Yes,Yes,8,No,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),50.81,7073.39,No,75.0
ID5466,Female,1,No,No,12,Yes,Yes,No,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,87.51,8798.63,Yes,60.0
ID5467,Female,1,No,Yes,63,No,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,98.04,7428.61,Yes,41.0
ID5468,Female,0,No,No,37,No,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,105.43,234.89,No,56.0
ID5469,Male,1,Yes,No,21,No,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),27.66,2515.05,No,76.0
ID5470,Female,0,No,Yes,30,Yes,No phone service,No,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,38.46,3284.11,No,50.0
ID5471,Male,1,Yes,No,41,No,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Two year,No,Mailed check,60.15,2177.58,No,51.0
ID5472,Male,0,Yes,No,61,No,No phone service,DSL,No,No internet service,No internet service,Yes,No,No,Two year,No,Electronic check,58.12,1221.34,No,40.0
ID5473,Female,1,No,No,63,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,45.39,7257.55,No,73.0
ID5474,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Two year,No,Electronic check,113.67,2692.09,No,62.0
ID5475,Male,0,No,No,43,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),73.39,2357.14,No,38.0
ID5476,Male,1,Yes,No,62,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No,One year,No,Mailed check,85.7,4885.37,Yes,81.0
ID5477,Female,0,Yes,No,39,No,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),94.97,5164.43,No,19.0
ID5478,Female,1,No,Yes,40,No,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,74.39,174.71,Yes,61.0
ID5479,Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,103.36,2451.98,Yes,26.0
ID5480,Female,0,No,No,49,No,Yes,No,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,118.48,7276.43,No,58.0
ID5481,Male,0,No,No,19,No,No,No,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.19,7281.51,Yes,57.0
ID5482,Male,1,No,No,69,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,84.37,5499.9,No,75.0
ID5483,Female,1,No,No,41,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,51.7,524.93,No,40.0
ID5484,Female,1,No,No,32,No,No phone service,DSL,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.9,974.64,Yes,86.0
ID5485,,0,No,Yes,62,No,No phone service,No,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,22.71,8147.51,No,51.0
ID5486,Male,1,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),43.26,8420.76,Yes,41.0
ID5487,Female,0,Yes,No,64,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,36.23,5823.39,Yes,43.0
ID5488,Female,0,No,Yes,51,No,No phone service,No,No,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,92.23,3596.98,Yes,89.0
ID5489,Female,1,No,Yes,5,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.34,3368.57,Yes,25.0
ID5490,Male,1,Yes,No,6,No,No,No,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,74.01,8407.83,No,87.0
ID5491,Female,0,Yes,No,8,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,28.18,8124.41,No,51.0
ID5492,Female,0,No,No,60,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,21.94,3981.83,Yes,69.0
ID5493,Male,0,No,Yes,33,No,No,No,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,63.51,7296.79,Yes,61.0
ID5494,Male,0,Yes,Yes,34,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Two year,Yes,Electronic check,45.57,8169.33,No,83.0
ID5495,Male,1,No,No,19,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),82.2,8010.09,Yes,42.0
ID5496,Female,0,Yes,No,57,No,Yes,DSL,No internet service,No,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,71.17,6986.15,Yes,65.0
ID5497,Female,1,No,Yes,59,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,102.84,1442.76,Yes,26.0
ID5498,Female,1,Yes,Yes,53,No,No phone service,No,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Mailed check,103.85,3066.04,No,33.0
ID5499,Female,1,No,Yes,34,No,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.71,4068.21,Yes,86.0
ID5500,Female,0,No,Yes,46,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Two year,No,Mailed check,110.68,3886.7,No,42.0
ID5501,Male,0,No,No,45,No,No,Fiber optic,Yes,Yes,No,No,No,No internet service,One year,No,Bank transfer (automatic),113.28,5530.92,Yes,61.0
ID5502,Male,1,Yes,Yes,3,No,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,44.44,5696.59,No,21.0
ID5503,Female,1,No,Yes,9,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),117.75,2822.49,No,61.0
ID5504,Male,1,Yes,No,39,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),118.59,8461.81,No,89.0
ID5505,Male,1,Yes,Yes,54,No,No,No,Yes,No,No,Yes,No,No internet service,Two year,No,Credit card (automatic),26.5,7086.04,Yes,53.0
ID5506,Female,0,Yes,No,72,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),20.24,4259.15,Yes,
ID5507,Male,1,Yes,Yes,39,No,No phone service,No,No,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),25.86,2842.53,Yes,34.0
ID5508,Male,0,No,No,22,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),54.97,5293.45,No,86.0
ID5509,Male,0,No,Yes,14,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Two year,No,Mailed check,100.81,7663.85,No,36.0
ID5510,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.46,7243.89,Yes,33.0
ID5511,Female,0,Yes,No,39,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Mailed check,49.63,345.93,Yes,78.0
ID5512,Female,1,No,Yes,17,Yes,Yes,No,No internet service,Yes,No,No internet service,No,Yes,Two year,No,Electronic check,25.5,6639.27,Yes,28.0
